ds,yhat,yhat_lower,yhat_upper,trend,yearly,y,Data_Type
2022-08-03,3985.897085794278,3821.962120077712,4145.06094741023,3901.6352160194256,84.26186977485273,4155.169921875,Actual
2022-08-04,3985.142236968112,3828.7159415812807,4140.879156225955,3898.9678964034642,86.17434056464737,4151.93994140625,Actual
2022-08-05,3984.634366314383,3816.749370941552,4148.332536958068,3896.3005767875025,88.33378952688042,4145.18994140625,Actual
2022-08-08,3984.3284760428423,3821.322028274828,4152.500314026822,3888.2986179396194,96.02985810322294,4140.06005859375,Actual
2022-08-09,3984.514518307646,3814.5733177616803,4134.824843793277,3885.631298323659,98.88321998398705,4122.47021484375,Actual
2022-08-10,3984.7745329684813,3820.054197798102,4146.406058377813,3882.9639787076976,101.81055426078358,4210.240234375,Actual
2022-08-11,3985.062394028199,3812.0110844099418,4149.236951157923,3880.2966590917363,104.76573493646268,4207.27001953125,Actual
2022-08-12,3985.3309997252886,3828.5078448372824,4150.1780589836235,3877.629339475775,107.70166024951354,4280.14990234375,Actual
2022-08-15,3985.561405370983,3817.5663009519067,4151.364804121294,3869.6273806278914,115.93402474309136,4297.14013671875,Actual
2022-08-16,3985.30474321523,3815.178310342433,4149.758593073245,3866.960061011931,118.34468220329877,4305.2001953125,Actual
2022-08-17,3984.8197823409387,3828.4017539103343,4151.881331819291,3864.2927413959696,120.52704094496906,4274.0400390625,Actual
2022-08-18,3984.076812452747,3821.2302889564426,4142.224072810348,3861.6254217800083,122.45139067273873,4283.740234375,Actual
2022-08-19,3983.0517482615037,3817.847276898005,4140.439113341037,3858.958102164047,124.09364609745668,4228.47998046875,Actual
2022-08-22,3978.133204434961,3819.7239492837184,4156.379936190844,3850.956143316165,127.1770611187964,4137.990234375,Actual
2022-08-23,3975.8591629340185,3817.657983636739,4133.461847191713,3848.2888237002035,127.57033923381498,4128.72998046875,Actual
2022-08-24,3973.272164146988,3806.7921047004033,4129.291824179704,3845.621504084242,127.6506600627456,4140.77001953125,Actual
2022-08-25,3970.3824977821682,3793.437150406737,4121.507562660757,3842.9541844682803,127.42831331388793,4199.1201171875,Actual
2022-08-26,3967.2047340984464,3796.144153809943,4132.645668660357,3840.28686485232,126.91786924612632,4057.659912109375,Actual
2022-08-29,3956.1364412774437,3790.2802331906382,4117.862550376713,3832.284906004437,123.85153527300677,4030.610107421875,Actual
2022-08-30,3952.009870712832,3781.1911668972334,4122.925641410032,3829.6175863884755,122.39228432435625,3986.159912109375,Actual
2022-08-31,3947.703935166888,3780.38389932369,4118.739140536396,3826.950266772514,120.75366839437417,3955.0,Actual
2022-09-01,3943.241545973487,3783.4779822333367,4121.559883839255,3824.282947156553,118.95859881693437,3966.85009765625,Actual
2022-09-02,3938.6441296664775,3779.2682102719095,4095.2496776162675,3821.6156275405924,117.02850212588518,3924.260009765625,Actual
2022-09-06,3919.2477753051426,3734.0028148981187,4084.808780214075,3810.9463490767475,108.30142622839506,3908.18994140625,Actual
2022-09-07,3914.206142296652,3736.7207128437985,4071.1220507635817,3808.279029460786,105.927112835866,3979.8701171875,Actual
2022-09-08,3909.0994379989233,3746.7033502125914,4072.339082416349,3805.611709844825,103.48772815409839,4006.179931640625,Actual
2022-09-09,3903.9279151791875,3734.3273948680985,4068.0669540769145,3802.9443902288644,100.98352495032306,4067.360107421875,Actual
2022-09-12,3887.9871978263805,3733.821443302772,4063.6072240074327,3794.9424313809814,93.04476644539905,4110.41015625,Actual
2022-09-13,3882.509639085292,3716.429478239933,4046.347358374784,3792.27511176502,90.234527320272,3932.68994140625,Actual
2022-09-14,3876.936643427893,3708.800119027003,4031.068024310102,3789.6077921490587,87.32885127883429,3946.010009765625,Actual
2022-09-15,3871.260198118493,3691.9811165987617,4039.553769500111,3786.940472533098,84.31972558539513,3901.35009765625,Actual
2022-09-16,3865.4733999684563,3702.362129666111,4035.786351907377,3784.2731529171365,81.20024705131992,3873.330078125,Actual
2022-09-19,3847.4139952150576,3681.7605289797175,4021.5587573809025,3776.2711940692534,71.1428011458041,3899.889892578125,Actual
2022-09-20,3841.1642148385,3670.702955753056,4007.5954728595507,3773.603874453292,67.56034038520805,3855.929931640625,Actual
2022-09-21,3834.8105007194536,3664.9069415754752,4002.910260362566,3770.936554837331,63.87394588212226,3789.929931640625,Actual
2022-09-22,3828.3660139754375,3653.657753397387,3996.5425221495393,3768.2692352213703,60.09677875406718,3757.989990234375,Actual
2022-09-23,3821.8485453583403,3666.712705782043,3987.07042680542,3765.601915605409,56.24662975293125,3693.22998046875,Actual
2022-09-26,3811.4892255067703,3644.4995744843786,3967.811248233302,3766.984742816452,44.50448269031812,3655.0400390625,Actual
2022-09-27,3808.0752046256257,3640.3369674618443,3973.9719087705353,3767.4456852201333,40.62951940549216,3647.2900390625,Actual
2022-09-28,3804.7410665239618,3637.6428792191064,3962.4207137872427,3767.906627623814,36.83443890014777,3719.0400390625,Actual
2022-09-29,3801.526978868675,3635.671034032487,3972.023246541445,3768.3675700274953,33.15940884118002,3640.469970703125,Actual
2022-09-30,3798.4746448432966,3634.9576584876545,3965.2689083025007,3768.8285124311765,29.646132412119936,3585.6201171875,Actual
2022-10-03,3790.7088928263365,3627.275268549865,3961.1500205468074,3770.2113396422196,20.497553184116715,3678.429931640625,Actual
2022-10-04,3788.718742555414,3624.315937951618,3949.143641374678,3770.672282045901,18.04646050951313,3790.929931640625,Actual
2022-10-05,3787.088973073127,3610.5276517771044,3954.7466068155595,3771.133224449582,15.95574862354506,3783.280029296875,Actual
2022-10-06,3785.8506384249667,3619.6203841633774,3952.800656356854,3771.594166853263,14.256471571703742,3744.52001953125,Actual
2022-10-07,3785.02987210059,3613.272030079971,3945.5758450498456,3772.055109256944,12.974762843646118,3639.659912109375,Actual
2022-10-10,3785.2470099772863,3616.276983409451,3952.074569346993,3773.4379364679876,11.80907350929871,3612.389892578125,Actual
2022-10-11,3786.23826431958,3605.567244601059,3951.2077907447456,3773.8988788716683,12.339385447911948,3588.840087890625,Actual
2022-10-12,3787.6848376010357,3623.6826831448107,3941.5725673495094,3774.3598212753495,13.325016325686136,3577.030029296875,Actual
2022-10-13,3789.5740385320178,3628.213376371688,3957.2254380232066,3774.8207636790307,14.753274852987198,3669.909912109375,Actual
2022-10-14,3791.8866639954495,3633.3216899399554,3954.7653394873555,3775.281706082712,16.60495791273739,3583.070068359375,Actual
2022-10-17,3801.0856187901127,3636.5663058660853,3958.53744219443,3776.664533293755,24.421085496357488,3677.949951171875,Actual
2022-10-18,3804.788075125537,3649.0968262622455,3961.217328023384,3777.1254756974363,27.662599428100577,3719.97998046875,Actual
2022-10-19,3808.740548484695,3637.5376490694907,3976.903721745395,3777.5864181011175,31.154130383577247,3695.159912109375,Actual
2022-10-20,3812.8986428475055,3665.817534370443,3973.1003817154046,3778.0473605047987,34.8512823427068,3665.780029296875,Actual
2022-10-21,3817.217017775743,3653.492310310783,3987.4590895661436,3778.5083029084794,38.70871486726361,3752.75,Actual
2022-10-24,3830.6879901986017,3673.1385967082374,3979.1922002921287,3779.891130119523,50.7968600790787,3797.340087890625,Actual
2022-10-25,3835.2110567893183,3661.2279076387413,3999.5927915011953,3780.3520725232042,54.858984266114106,3859.110107421875,Actual
2022-10-26,3839.6886875918203,3682.5277248249545,4003.8080655200215,3780.813014926885,58.87567266493528,3830.60009765625,Actual
2022-10-27,3844.0900349089547,3676.103629315275,4004.6450605552895,3781.273957330566,62.816077578388615,3807.300048828125,Actual
2022-10-28,3848.389199687068,3690.5752045373683,4016.392614281474,3781.7348997342474,66.6542999528205,3901.06005859375,Actual
2022-10-31,3860.495247318246,3700.7476780022757,4024.4702842846864,3783.1177269452905,77.37752037295553,3871.97998046875,Actual
2022-11-01,3864.2347818425205,3719.1110563119105,4033.862622570427,3783.5786693489717,80.65611249354897,3856.10009765625,Actual
2022-11-02,3867.8236390055454,3709.3782258591173,4031.902033492542,3784.039611752653,83.78402725289234,3759.68994140625,Actual
2022-11-03,3871.2673507025065,3702.82412972223,4027.4796185285136,3784.500554156334,86.76679654617234,3719.889892578125,Actual
2022-11-04,3874.575481308621,3704.678758317902,4054.883178763044,3784.961496560015,89.613984748606,3770.550048828125,Actual
2022-11-07,3883.827082111391,3712.685689268988,4030.198229038433,3786.3443237710585,97.48275834033261,3806.800048828125,Actual
2022-11-08,3886.742744001865,3716.274519003558,4037.2982754587597,3786.8052661747397,99.93747782712526,3828.110107421875,Actual
2022-11-09,3889.603792537157,3724.9131597896194,4060.562808739413,3787.2662085784204,102.33758395873663,3748.570068359375,Actual
2022-11-10,3892.426913763527,3725.9774295259035,4061.9094900988966,3787.7271509821016,104.69976278142528,3956.3701171875,Actual
2022-11-11,3895.2269283398036,3739.467490003688,4059.91622005155,3788.188093385783,107.03883495402086,3992.929931640625,Actual
2022-11-14,3903.5932984163665,3741.966641033534,4078.6804212172474,3789.5709205968255,114.0223778195408,3957.25,Actual
2022-11-15,3906.3874018264223,3735.0424414016593,4055.997303796319,3790.0318630005067,116.35553882591547,3991.72998046875,Actual
2022-11-16,3909.1818205619484,3748.9597524330666,4076.9109997470823,3790.4928054041875,118.68901515776093,3958.7900390625,Actual
2022-11-17,3911.9683789944625,3756.062813659245,4077.517956620027,3790.953747807869,121.01463118659312,3946.56005859375,Actual
2022-11-18,3914.7344184334947,3753.6121737530298,4077.5730916123493,3791.41469021155,123.3197282219449,3965.340087890625,Actual
2022-11-21,3922.7216419640254,3762.755636897788,4092.144984261826,3792.797517422593,129.9241245414325,3949.93994140625,Actual
2022-11-22,3925.200811479781,3754.7714486507607,4066.4757606097537,3793.2584598262747,131.9423516535064,4003.580078125,Actual
2022-11-23,3927.542335485782,3758.5054515635106,4075.3430122800046,3793.7194022299554,133.82293325582674,4027.260009765625,Actual
2022-11-25,3936.8332384418427,3769.660426410018,4093.123018353609,3799.7810320213016,137.05220642054087,4026.1201171875,Actual
2022-11-28,3949.0089160392426,3788.6670810924293,4113.6991265423385,3808.8734767083192,140.13543933092322,3963.93994140625,Actual
2022-11-29,3952.4971773439524,3786.6731282025203,4118.527396343832,3811.9042916039925,140.5928857399597,3957.6298828125,Actual
2022-11-30,3955.66807809853,3794.3966842945083,4124.769356382518,3814.9351064996654,140.73297159886437,4080.110107421875,Actual
2022-12-01,3958.50902015359,3791.5535093903886,4113.023670326751,3817.965921395338,140.54309875825226,4076.570068359375,Actual
2022-12-02,3961.0126336021285,3797.2379783265123,4133.943276270976,3820.996736291011,140.01589731111767,4071.699951171875,Actual
2022-12-05,3966.5101480540543,3809.2274549522012,4133.7887039373745,3830.08918097803,136.42096707602423,3998.840087890625,Actual
2022-12-06,3967.7036351162083,3813.823912605823,4125.317845025795,3833.1199958737025,134.58363924250588,3941.260009765625,Actual
2022-12-07,3968.6073524919707,3807.396791248581,4138.964451392653,3836.150810769375,132.45654172259594,3933.919921875,Actual
2022-12-08,3969.2465520585793,3826.528944496816,4140.696060248453,3839.1816256650486,130.0649263935308,3963.510009765625,Actual
2022-12-09,3969.650602831113,3789.354938738736,4124.941736974422,3842.21244056072,127.43816227039281,3934.3798828125,Actual
2022-12-12,3969.790628622696,3807.0285117157746,4139.081906577937,3851.3048852477386,118.48574337495756,3990.56005859375,Actual
2022-12-13,3969.601498012849,3813.421376765848,4127.304124439218,3854.3357001434124,115.2657978694366,4019.64990234375,Actual
2022-12-14,3969.3561434286557,3806.294832310912,4131.7768396379715,3857.366515039085,111.98962838957091,3995.320068359375,Actual
2022-12-15,3969.0900156061684,3809.8229773729754,4132.4873312624095,3860.397329934757,108.69268567141145,3895.75,Actual
2022-12-16,3968.836183374613,3803.5398319478873,4133.057059350732,3863.428144830431,105.40803854418203,3852.360107421875,Actual
2022-12-19,3968.4258773422525,3804.64618645818,4127.529034451658,3872.5205895174495,95.90528782480295,3817.659912109375,Actual
2022-12-20,3968.476135622872,3810.6072569414796,4126.8518067562545,3875.551404413121,92.9247312097511,3821.6201171875,Actual
2022-12-21,3968.6419391310874,3798.5714368681984,4126.97653011033,3878.5822193087943,90.0597198222931,3878.43994140625,Actual
2022-12-22,3968.9281878709135,3806.2917945482254,4134.41638825929,3881.613034204467,87.31515366644658,3822.389892578125,Actual
2022-12-23,3969.3342066426503,3816.095132782141,4136.661361857308,3884.6438491001395,84.69035754251098,3844.820068359375,Actual
2022-12-27,3971.964920423963,3809.5744304637533,4145.473568817641,3896.767108682832,75.1978117411314,3829.25,Actual
2022-12-28,3972.7900392302795,3818.701371577507,4142.799127545398,3899.797923578504,72.99211565177514,3783.219970703125,Actual
2022-12-29,3973.6382522175404,3817.426005146439,4141.213744387885,3902.8287384741766,70.80951374336401,3849.280029296875,Actual
2022-12-30,3974.4851801720365,3803.545617608857,4130.549621112864,3905.8595533698503,68.62562680218626,3839.5,Actual
2023-01-03,3977.40531620988,3807.129567673266,4139.987714141254,3917.9828129525404,59.42250325733934,3824.139892578125,Actual
2023-01-04,3977.927624174922,3813.7442190114875,4139.791040001078,3921.013627848214,56.91399632670822,3852.969970703125,Actual
2023-01-05,3978.3449013479617,3811.18201931181,4140.94154993972,3924.0444427438865,54.30045860407531,3808.10009765625,Actual
2023-01-06,3978.655505367218,3814.833720903884,4147.12453867214,3927.075257639559,51.58024772765934,3895.080078125,Actual
2023-01-09,3979.0245976757683,3814.8127287671996,4148.240855305352,3936.1677023265775,42.85689534919064,3892.090087890625,Actual
2023-01-10,3979.017744043087,3812.96547864481,4136.871626178619,3939.198517222251,39.81922682083584,3919.25,Actual
2023-01-11,3978.9900707893557,3829.0641191113277,4144.5893261989495,3942.2293321179227,36.76073867143287,3969.610107421875,Actual
2023-01-12,3978.9761999910197,3821.8973373573876,4138.647326616821,3945.260147013596,33.716052977423544,3983.169921875,Actual
2023-01-13,3979.015118442246,3819.5346451268,4140.949987000331,3948.290961909269,30.724156532977318,3999.090087890625,Actual
2023-01-17,3980.570259257803,3820.4833201410797,4143.606147456902,3960.41422149196,20.156037765843354,3990.969970703125,Actual
2023-01-18,3981.531784337434,3812.2828942039105,4149.943316789072,3963.4450363876335,18.08674794980055,3928.860107421875,Actual
2023-01-19,3982.8056709837438,3825.742358312194,4152.28621097502,3966.475851283306,16.329819700437888,3898.85009765625,Actual
2023-01-20,3984.4265652007552,3823.136215396477,4153.292062736193,3969.5066661789783,14.919899021777132,3972.610107421875,Actual
2023-01-23,3991.6170375269057,3828.527736362485,4150.487485332227,3978.599110865997,13.017926660908707,4019.81005859375,Actual
2023-01-24,3994.83009588044,3820.082648770279,4158.047213763272,3981.6299257616697,13.200170118770261,4016.949951171875,Actual
2023-01-25,3998.4474406632457,3822.8378245437193,4153.63130509932,3984.660740657342,13.786700005903501,4016.219970703125,Actual
2023-01-26,4002.4510945569396,3843.383768052164,4167.820365833021,3987.691555553016,14.759539003923502,4060.429931640625,Actual
2023-01-27,4006.8122385726474,3843.416603434453,4165.476848370515,3990.7223704486883,16.089868123959096,4070.56005859375,Actual
2023-01-30,4021.593591319281,3862.5112360035737,4187.025419348165,3999.814815084031,21.77877623524998,4017.77001953125,Actual
2023-01-31,4026.8886231338665,3855.8127942848846,4195.942991894927,4002.8456299624777,24.042993171388954,4076.60009765625,Actual
2023-02-01,4032.24726967361,3867.9426387505314,4186.193127273631,4005.876444840926,26.37082483268373,4119.2099609375,Actual
2023-02-02,4037.587166657988,3866.3152852660237,4202.465864973089,4008.907259719373,28.67990693861469,4179.759765625,Actual
2023-02-03,4042.821335444056,3874.885315465436,4197.664852097383,4011.9380745978206,30.883260846235313,4136.47998046875,Actual
2023-02-06,4056.988536453351,3895.3334874279103,4226.648219841469,4021.0305192331634,35.958017220187585,4111.080078125,Actual
2023-02-07,4060.9020617389647,3890.6468576997745,4223.05770892569,4024.0613341116104,36.84072762735402,4164.0,Actual
2023-02-08,4064.271160432729,3901.659750747272,4219.783867871627,4027.092148990059,37.17901144267048,4117.85986328125,Actual
2023-02-09,4067.02107792516,3916.843253418908,4228.44528691221,4030.1229638685054,36.898114056654656,4081.5,Actual
2023-02-10,4069.085783309581,3909.3658674685694,4235.663079513435,4033.1537787469533,35.93200456262765,4090.4599609375,Actual
2023-02-13,4070.6719220265068,3903.3418725686847,4236.6842377174025,4042.246223382296,28.42569864421038,4137.2900390625,Actual
2023-02-14,4069.5624011602026,3906.2492355744203,4243.143311412464,4045.2770382607428,24.28536289945981,4136.1298828125,Actual
2023-02-15,4067.6174426874454,3907.226514670676,4237.802992955726,4048.307853139191,19.30958954825436,4147.60009765625,Actual
2023-02-16,4064.8491713458557,3904.8678744434937,4238.925815801533,4051.338668017638,13.510503328217526,4090.409912109375,Actual
2023-02-17,4061.284414806938,3900.1742955076224,4227.855975914639,4054.3694828960856,6.914931910852256,4079.090087890625,Actual
2023-02-21,4040.081950350237,3882.778459005343,4212.36892351926,4066.492742409875,-26.41079205963805,3997.340087890625,Actual
2023-02-22,4033.4081698196865,3863.0239047714344,4196.306251717272,4069.5235572883234,-36.11538746863714,3991.050048828125,Actual
2023-02-23,4026.365296362677,3873.2129923506855,4189.152647104171,4072.5543721667705,-46.18907580409343,4012.320068359375,Actual
2023-02-24,4019.0560942909415,3864.3707204168018,4182.020091068499,4075.585187045218,-56.529092754276256,3970.0400390625,Actual
2023-02-27,3996.6061793568265,3830.828352077097,4165.5705521383225,4084.677631680561,-88.07145232373425,3982.239990234375,Actual
2023-02-28,3989.3082595007368,3831.547648668468,4159.0767289269925,4087.708446559008,-98.40018705827096,3970.14990234375,Actual
2023-03-01,3982.2757791090507,3822.9620280164186,4143.9153053273285,4090.739261437456,-108.4634823284055,3951.389892578125,Actual
2023-03-02,3975.603935330331,3808.3026676919953,4135.265852222537,4093.7700763159028,-118.1661409855719,3981.35009765625,Actual
2023-03-03,3969.3797212282175,3803.718296301413,4134.490822831881,4096.800891194351,-127.42116996613312,4045.639892578125,Actual
2023-03-06,3954.108440155315,3786.8458079944744,4116.451662834718,4105.893335829694,-151.78489567437867,4048.419921875,Actual
2023-03-07,3950.3308776526096,3770.4804357355365,4110.202375936642,4108.92415070814,-158.59327305552998,3986.3701171875,Actual
2023-03-08,3947.266914070515,3793.786586439642,4116.200609991406,4111.9549655865885,-164.6880515160734,3992.010009765625,Actual
2023-03-09,3944.930699989772,3773.556348502366,4110.283303047844,4114.9857804650355,-170.05508047526357,3918.320068359375,Actual
2023-03-10,3943.3230529593807,3772.9677571085535,4111.03762679074,4118.016595343483,-174.69354238410173,3861.590087890625,Actual
2023-03-13,3942.691704669529,3780.021675932903,4118.2006893457865,4127.109039978825,-184.41733530929673,3855.760009765625,Actual
2023-03-14,3943.762379736169,3787.048937413878,4104.450003231634,4130.139854857272,-186.37747512110343,3919.2900390625,Actual
2023-03-15,3945.391860584892,3790.544515851449,4118.035532524467,4133.170669735721,-187.7788091508293,3891.929931640625,Actual
2023-03-16,3947.5199925038733,3789.358320418764,4112.299992997271,4136.201484614167,-188.68149211029416,3960.280029296875,Actual
2023-03-17,3950.081556860146,3793.9544298969927,4130.278011212759,4139.232299492616,-189.15074263247004,3916.639892578125,Actual
2023-03-20,3959.6759505938417,3804.5441206649193,4119.30237026146,4148.324744127958,-188.64879353411652,3951.570068359375,Actual
2023-03-21,3963.279777641661,3802.497114821351,4134.008132424404,4151.355559006405,-188.07578136474427,4002.8701171875,Actual
2023-03-22,3966.976585088536,3801.9597648742024,4120.690444092024,4154.386373884853,-187.40978879631697,3936.969970703125,Actual
2023-03-23,3970.706972667079,3797.7959775122695,4126.40810001841,4157.4171887633,-186.7102160962214,3948.719970703125,Actual
2023-03-24,3974.417698369486,3813.715051448569,4145.7889941557405,4160.448003641749,-186.03030527226286,3970.989990234375,Actual
2023-03-27,3985.0117225271692,3828.587801969011,4147.386455226635,4169.540448277091,-184.5287257499216,3977.530029296875,Actual
2023-03-28,3988.2654351145466,3825.160547080625,4144.983872876513,4172.571263155537,-184.30582804099035,3971.27001953125,Actual
2023-03-29,3991.3531628389665,3831.7800045361832,4147.949565715732,4175.602078033986,-184.2489151950194,4027.81005859375,Actual
2023-03-30,3994.271708192693,3836.8858815432222,4168.043813007131,4178.632892912433,-184.36118471974007,4050.830078125,Actual
2023-03-31,3997.026126148595,3829.0470882862173,4152.572220036825,4181.66370779088,-184.637581642285,4109.31005859375,Actual
2023-04-03,4004.0437448734156,3842.6943727312632,4169.970579509213,4190.335441706135,-186.2916968327189,4124.509765625,Actual
2023-04-04,4006.191308631396,3832.881821998081,4169.495045153342,4193.226019677886,-187.03471104649012,4100.60009765625,Actual
2023-04-05,4008.295974993209,3843.0297039809766,4183.730797200861,4196.1165976496395,-187.82062265643063,4090.3798828125,Actual
2023-04-06,4010.393771332984,3852.0480170616456,4157.912160344443,4199.00717562139,-188.61340428840575,4105.02001953125,Actual
2023-04-10,4019.451773350256,3860.663048722433,4191.4346737537335,4210.569487508399,-191.11771415814312,4109.10986328125,Actual
2023-04-11,4022.054806924319,3865.3600864772725,4177.240023900072,4213.46006548015,-191.40525855583056,4108.93994140625,Actual
2023-04-12,4024.851679359118,3860.778451047425,4200.205916804167,4216.350643451902,-191.49896409278443,4091.949951171875,Actual
2023-04-13,4027.8642752863393,3857.9146561787047,4199.36188630222,4219.241221423654,-191.3769461373144,4146.22021484375,Actual
2023-04-14,4031.109437171584,3866.149189973222,4198.786985823301,4222.131799395405,-191.02236222382155,4137.64013671875,Actual
2023-04-17,4042.3287616821326,3890.9425320045816,4212.2464360902095,4230.803533310662,-188.47477162852903,4151.31982421875,Actual
2023-04-18,4046.5661894429263,3883.758785859131,4207.900802628943,4233.694111282412,-187.127921839486,4154.8701171875,Actual
2023-04-19,4051.041634051612,3890.1467843479286,4206.417897149493,4236.584689254165,-185.5430552025528,4154.52001953125,Actual
2023-04-20,4055.7421603945404,3871.4108609723853,4198.037447104706,4239.475267225917,-183.7331068313772,4129.7900390625,Actual
2023-04-21,4060.651392324385,3906.11617971425,4224.51694033983,4242.365845197669,-181.71445287328362,4133.52001953125,Actual
2023-04-24,4076.4316581468493,3911.3920945871796,4242.520310985072,4251.037579112925,-174.60592096607613,4137.0400390625,Actual
2023-04-25,4081.9696568665604,3928.3173877366507,4249.1570883424665,4253.928157084676,-171.95850021811574,4071.6298828125,Actual
2023-04-26,4087.609720978189,3925.2978582518635,4257.425430881068,4256.8187350564285,-169.20901407823908,4055.989990234375,Actual
2023-04-27,4093.3310274256564,3929.772260620575,4265.295960482023,4259.70931302818,-166.37828560252356,4135.35009765625,Actual
2023-04-28,4099.114533375181,3935.6493398156813,4269.928456238875,4262.599890999932,-163.48535762475072,4169.47998046875,Actual
2023-05-01,4116.684431014209,3948.190517522912,4277.423791861966,4271.271624915188,-154.58719390097943,4167.8701171875,Actual
2023-05-02,4122.577216562659,3953.7420898396326,4274.105977945675,4274.16220288694,-151.58498632428135,4119.580078125,Actual
2023-05-03,4128.477136227418,3959.5977477999004,4291.001283820388,4277.052780858691,-148.57564463127335,4090.75,Actual
2023-05-04,4134.381990502306,3968.2451025104974,4300.839374706984,4279.943358830444,-145.5613683281377,4061.219970703125,Actual
2023-05-05,4140.292129542939,3980.5045594005737,4299.234998684646,4282.833936802195,-142.54180725925698,4136.25,Actual
2023-05-08,4158.086489234095,3997.551321690232,4319.747803958987,4291.505670717451,-133.4191814833558,4138.1201171875,Actual
2023-05-09,4164.05558451384,3999.9490204791928,4325.817331934522,4294.396248689203,-130.3406641753635,4119.169921875,Actual
2023-05-10,4170.052187784742,4025.889093833983,4334.525051821474,4297.286826660955,-127.23463887621251,4137.64013671875,Actual
2023-05-11,4176.0803952244205,4010.232177124879,4345.400691672344,4300.177404632707,-124.09700940828708,4130.6201171875,Actual
2023-05-12,4182.142626205716,4008.9075587866437,4346.460697591733,4303.067982604458,-120.92535639874242,4124.080078125,Actual
2023-05-15,4200.520392908723,4031.5452619789185,4371.812192305968,4311.739716519714,-111.21932361099181,4136.27978515625,Actual
2023-05-16,4206.690061988276,4043.1422579702803,4372.759830276479,4314.630294491466,-107.94023250318928,4109.89990234375,Actual
2023-05-17,4212.862812696566,4040.0965947921263,4381.982795980089,4317.5208724632175,-104.65805976665172,4158.77001953125,Actual
2023-05-18,4219.021855702481,4043.194342769306,4391.285886748568,4320.411450434971,-101.38959473248993,4198.0498046875,Actual
2023-05-19,4225.1468634850835,4061.2517321704427,4395.220439566043,4323.302028406722,-98.1551649216385,4191.97998046875,Actual
2023-05-22,4243.0689039909885,4080.497279314222,4427.340003993654,4331.973762321977,-88.90485833098893,4192.6298828125,Actual
2023-05-23,4248.7977469192365,4075.950712100181,4409.243420133692,4334.86434029373,-86.06659337449281,4145.580078125,Actual
2023-05-24,4254.353860021858,4092.7265685800867,4417.478017890879,4337.754918265481,-83.4010582436232,4115.240234375,Actual
2023-05-25,4259.707162859834,4090.0620350309073,4425.913969067377,4340.645496237234,-80.9383333773993,4151.27978515625,Actual
2023-05-26,4264.828945790611,4093.5954872761267,4420.098820717911,4343.536074208984,-78.70712841837268,4205.4501953125,Actual
2023-05-30,4282.531838005357,4118.430158493181,4443.421456513558,4355.098386095993,-72.56654809063657,4205.52001953125,Actual
2023-05-31,4286.18418069066,4125.896974794101,4455.026035267746,4357.988964067744,-71.8047833770841,4179.830078125,Actual
2023-06-01,4289.5170350600165,4118.3622542437515,4459.478577611782,4360.879542039496,-71.36250697948014,4221.02001953125,Actual
2023-06-02,4292.537632965238,4125.221755901853,4446.9684691209795,4363.77012001125,-71.23248704601153,4282.3701171875,Actual
2023-06-05,4290.097100412918,4123.736046645039,4446.670649348456,4362.623936313401,-72.52683590048333,4273.7900390625,Actual
2023-06-06,4288.824240353012,4117.546968001944,4446.0658185909915,4362.241875080786,-73.41763472777315,4283.85009765625,Actual
2023-06-07,4287.391377081912,4122.9351006433435,4462.87158185889,4361.859813848169,-74.46843676625785,4267.52001953125,Actual
2023-06-08,4285.850323213452,4121.505766120682,4445.131085049237,4361.477752615553,-75.62742940210107,4293.93017578125,Actual
2023-06-09,4284.258409942859,4124.552525758887,4439.677772341465,4361.095691382937,-76.83728144007799,4298.85986328125,Actual
2023-06-12,4279.8099891454285,4118.076094898389,4444.4036402465645,4359.949507685089,-80.13951853966073,4338.93017578125,Actual
2023-06-13,4278.657643039692,4110.3302636667,4444.084994831587,4359.567446452473,-80.90980341278082,4369.009765625,Actual
2023-06-14,4277.781402050787,4122.509534350139,4430.967356985568,4359.1853852198565,-81.40398316906968,4372.58984375,Actual
2023-06-15,4277.244715345037,4105.7213812636965,4434.71618474476,4358.80332398724,-81.5586086422037,4425.83984375,Actual
2023-06-16,4277.106842660268,4105.264840578089,4438.739033229661,4358.421262754624,-81.31442009435631,4409.58984375,Actual
2023-06-20,4281.502978950665,4126.097244948708,4440.205366229213,4356.89301782416,-75.39003887349443,4388.7099609375,Actual
2023-06-21,4284.005292672641,4126.973256521755,4449.68722388813,4356.510956591544,-72.50566391890241,4365.68994140625,Actual
2023-06-22,4287.100722316227,4113.969421606661,4456.836493906506,4356.128895358928,-69.02817304270172,4381.89013671875,Actual
2023-06-23,4290.786033149017,4132.983689030016,4456.841814569009,4355.746834126312,-64.96080097729428,4348.330078125,Actual
2023-06-26,4305.179656363781,4136.204525107131,4477.662927517312,4354.600650428463,-49.42099406468213,4328.81982421875,Actual
2023-06-27,4310.968642932196,4140.264193994546,4472.4199621725475,4354.218589195847,-43.24994626365076,4378.41015625,Actual
2023-06-28,4317.167625065942,4144.821510729404,4479.334262947285,4353.836527963232,-36.668902897289826,4376.85986328125,Actual
2023-06-29,4323.712416978789,4169.214691244046,4482.729590317514,4353.454466730615,-29.74204975182635,4396.43994140625,Actual
2023-06-30,4330.532032963019,4171.054642742984,4500.9400580591755,4353.072405497999,-22.540372534980055,4450.3798828125,Actual
2023-07-03,4351.8602805629125,4184.744104830602,4521.843370550672,4351.926221800151,-0.06594123723923322,4455.58984375,Actual
